sample_id,precision,recall,rwp
116,0.0,0.0,1.0000000044581911
117,0.0,0.0,0.9999999965159463
118,0.0,0.0,0.9999999685157727
119,0.0,0.0,1.0000000447077309
120,0.0,0.0,0.9999999800412276
121,0.0,0.0,1.0000000176709027
122,0.0,0.0,1.0000000099162902
123,0.0,0.0,1.00000005308136
124,0.0,0.0,1.0000000154596103
125,0.0,0.0,1.000000007801815
126,0.0,0.0,0.9999999924638473
127,0.0,0.0,0.5184993615862754
128,0.0,0.0,1.0000000440318673
129,0.0,0.0,1.0000000111962166
130,0.0,0.0,1.0000000174998025
131,0.0,0.0,0.9999999903424854
132,0.0,0.0,0.9999999763501445
133,0.0,0.0,1.0000000061572043
134,0.0,0.0,0.9999999779744989
135,0.0,0.0,0.999999973334226
136,0.0,0.0,1.000000026118666
137,0.0,0.0,0.9999999784379235
138,0.0,0.0,0.9999999539686624
139,0.0,0.0,0.9999999851554898
140,0.0,0.0,0.9999999583204187
141,0.0,0.0,1.0000000014482044
142,0.0,0.0,1.0000000028814517
143,0.0,0.0,0.9999999926213363
144,0.0,0.0,1.0000000148172374
145,0.0,0.0,0.9999999805064845
146,0.0,0.0,1.000000023549058
147,0.0,0.0,0.9999999774821938
148,0.0,0.0,1.0000000161799774
149,0.0,0.0,0.9999999695621312
150,0.0,0.0,0.9999999684380462
151,0.0,0.0,1.0000000203409327
152,0.0,0.0,1.000000026228543
153,1.0,0.5,0.7846565538121211
154,0.0,0.0,0.9999999809253123
155,0.0,0.0,0.9999999878173739
156,0.0,0.0,0.9999999698593044
157,0.0,0.0,1.0000000234567277
158,0.0,0.0,1.0000000100811919
159,1.0,0.25,0.6393706741659568
160,0.0,0.0,1.0000000052605085
161,0.0,0.0,1.000000032229269
162,0.0,0.0,1.0000000123592334
163,0.0,0.0,1.0000000178736446
164,0.0,0.0,1.000000007729942
165,0.0,0.0,0.9999999609406374
166,0.0,0.0,1.0000000478261397
167,0.0,0.0,1.0000000111365586
168,0.0,0.0,1.000000013387599
169,0.0,0.0,1.0000000023167908
170,0.0,0.0,1.0000000443263264
171,0.0,0.0,0.9999999668882004
172,0.0,0.0,1.0000000139762841
173,0.0,0.0,0.9999999950005519
174,0.0,0.0,1.0000000287053368
175,0.0,0.0,0.9999999803377718
176,0.0,0.0,0.9999999818587612
177,0.0,0.0,1.0000000324455849
178,1.0,0.5,0.4015834994780383
179,0.0,0.0,1.0000000346542275
180,0.0,0.0,1.0000000491441725
181,0.0,0.0,1.000000012047092
182,0.0,0.0,0.999999996373597
183,0.0,0.0,0.999999986173346
184,0.0,0.0,0.9999999689903656
185,0.0,0.0,0.9999999890593401
186,0.0,0.0,0.9999999924225429
187,0.0,0.0,1.000000001535098
188,0.0,0.0,1.0000000046344073
189,0.0,0.0,1.0000000075398023
190,0.0,0.0,1.000000028502754
191,0.0,0.0,0.9999999836708555
192,0.0,0.0,0.9999999882902005
193,0.0,0.0,0.9999999875444021
194,0.0,0.0,0.9999999765512424
195,0.0,0.0,0.9999999905111872
196,0.0,0.0,0.9999999967448739
197,0.0,0.0,0.999999978284562
198,0.0,0.0,1.0000000778798093
199,0.0,0.0,0.9999999873612405
200,0.0,0.0,0.99999997698174
201,0.0,0.0,1.0000000283430976
